,customer_lifetime_value,income,total_claim_amount,monthly_premium_auto
263,8.604900463864446,94731,321.6,4.219507705176107
264,8.789453580088763,32375,398.4,4.430816798843313
265,8.47918498884281,16531,102.879769,4.1588830833596715
266,10.28633349352108,32006,56.868289,4.553876891600541
267,8.661210538179587,81676,463.158502,4.290459441148391
268,8.831729280404492,71038,205.444066,4.465908118654584
269,8.187664394031732,0,741.6,4.6443908991413725
270,10.036995723828538,20832,56.371967,4.189654742026425
271,8.96959462817991,0,813.6,4.736198448394496
272,8.32277737793043,52405,494.4,4.6443908991413725
273,8.523302248470165,0,795.864079,4.897839799950911
274,8.481030835150136,26583,614.4,4.859812404361672
275,8.518254721593662,25486,72.438681,4.189654742026425
276,9.063121902113231,24065,532.8,4.718498871295094
277,9.14024887436335,70435,67.881546,4.762173934797756
278,9.724872755013635,0,402.636829,4.343805421853684
279,8.203449768980287,39679,641.388616,4.532599493153256
280,8.725767309463986,0,342.481173,4.499809670330265
281,8.384138018638184,0,331.2,4.248495242049359
282,8.625232224720708,53565,340.8,4.276666119016055
283,7.854580261853166,37574,412.101933,4.204692619390966
284,9.029775259690043,48259,73.700573,4.6913478822291435
285,8.75225327621102,78532,374.4,4.3694478524670215
286,8.695196007527013,96163,350.4,4.30406509320417
287,8.456949857912674,0,345.6,4.290459441148391
288,8.998929010832777,0,722.024742,4.74493212836325
289,8.524515248212786,72672,259.361117,4.1588830833596715
290,9.10818219203033,99002,537.6,4.727387818712341
291,8.894243029130351,79494,396.295614,4.5217885770490405
292,9.800539647524648,35704,358.281562,5.420534999272286
293,8.515804836697686,0,653.388564,4.276666119016055
294,9.116388732328144,26049,121.032372,4.77912349311153
295,7.840473429322475,70125,92.813396,4.174387269895637
296,9.46830203072049,52369,528.0,4.709530201312334
297,7.76910337138596,0,159.636956,4.204692619390966
298,8.652032614395939,41770,476.156957,4.290459441148391
299,8.858871010878808,0,727.2,4.624972813284271
300,7.87776789124011,31911,321.6,4.219507705176107
301,8.593567387614776,70051,42.078345,4.23410650459726
302,9.034036287982651,19683,561.6,4.770684624465665
303,10.346978597195154,30916,200.11606,4.727387818712341
304,7.9685764815330735,0,676.944023,4.394449154672439
305,9.072906762454162,0,566.4,4.77912349311153
306,10.149829051888398,0,830.623064,4.762173934797756
307,9.237333575201745,60145,580.473259,4.890349128221754
308,8.384201902509439,63774,60.036683,4.718498871295094
309,8.579209153575524,25134,321.6,4.219507705176107
310,8.459725546686993,37057,47.53101,4.127134385045092
311,8.395936234852842,58577,303.872752,4.709530201312334
312,8.6793419880633,85857,100.620067,4.30406509320417
313,9.150368313725073,70602,481.339891,4.762173934797756
314,9.022703382748235,33816,508.8,4.672828834461906
316,8.45965942403408,89642,86.320022,4.804021044733257
317,8.269878554892607,60068,470.4,4.59511985013459
318,8.604885277637427,50044,667.2,4.941642422609304
319,7.910721346190249,36650,56.60333,4.248495242049359
320,8.397276960115022,50653,262.865172,4.709530201312334
321,8.581755967384657,68931,309.577946,4.204692619390966
322,7.747637850373485,0,350.4,4.30406509320417
323,8.596550190876393,0,365.364581,4.30406509320417
324,9.168302257031156,39266,384.0,4.394449154672439
325,10.003536812413104,0,489.6,4.634728988229636
326,9.186656644360173,0,705.6,4.59511985013459
327,7.850941645936475,40864,9.51528,4.189654742026425
328,7.882927101746834,39035,244.564334,4.23410650459726
329,9.32948810622991,34923,639.105556,4.59511985013459
330,7.682262820575172,0,453.6,4.1588830833596715
331,9.060873247543784,0,532.8,4.718498871295094
332,7.9500251390390755,24506,511.2,4.276666119016055
333,9.097299294841983,0,554.522969,4.418840607796598
334,8.619278000420424,52220,336.0,4.2626798770413155
335,7.952212037110452,0,402.449823,4.31748811353631
336,8.997627352536806,53554,327.020539,4.219507705176107
337,8.567075002950379,34476,5.3953,4.219507705176107
338,8.540370036689584,0,131.401291,4.2626798770413155
339,8.018179859357469,68205,99.382943,4.343805421853684
340,8.99042908127491,0,856.8,4.787491742782046
341,9.809843858822182,53690,739.2,5.043425116919247
342,8.54141023962672,0,518.4,4.290459441148391
343,7.673771151390801,0,292.8,4.127134385045092
344,8.629877009019323,74454,340.8,4.276666119016055
345,8.93113216615503,0,350.4,4.30406509320417
346,8.591716673562296,29664,340.8,4.276666119016055
347,8.459470536280929,15680,260.879903,4.174387269895637
348,9.150969056262191,47272,64.546877,4.382026634673881
349,8.19059294020303,21585,441.6,4.532599493153256
350,8.957200207710304,23827,37.910623,4.672828834461906
351,10.06245093769595,69906,202.860399,4.31748811353631
352,7.847441454291295,0,345.6,4.290459441148391
353,8.541724012772772,89879,94.030308,4.1588830833596715
354,7.8394249441083925,0,331.2,4.248495242049359
355,7.996516974809745,46131,355.2,4.31748811353631
356,8.3811729077275,54514,286.234931,4.700480365792417
358,8.570391066577821,96668,316.8,4.204692619390966
359,8.614482441386834,78879,466.570791,4.248495242049359
360,9.699820808900533,0,331.2,4.248495242049359
361,8.644539273611967,0,364.8,4.343805421853684
363,7.80570719561629,29735,331.2,4.248495242049359
364,8.532409369958804,23082,312.0,4.189654742026425
365,8.0758872254276,53984,421.484456,4.394449154672439
366,9.415429363377761,52135,430.505942,5.056245805348308
367,7.909566870142771,17576,398.502948,4.276666119016055
368,7.807282656870374,29486,7.646763,4.143134726391533
369,8.176348081626289,58557,55.510526,4.48863636973214
370,8.50320576163234,25632,351.270869,4.1588830833596715
371,8.991867189988685,0,806.4,4.727387818712341
372,8.361221097020112,18768,647.454583,4.23410650459726
373,10.418534736763368,33190,508.8,4.672828834461906
374,8.693091054228201,47945,128.43823,4.31748811353631
375,10.70988460770831,58778,302.033971,4.844187086458591
376,8.251433877846102,15192,480.0,4.61512051684126
377,8.830386949316859,51859,1003.160633,5.147494476813453
378,8.572867824108299,23422,518.4,4.290459441148391
379,8.038354234804247,21604,379.2,4.382026634673881
380,8.18610543264079,79298,244.362072,4.51085950651685
381,7.856864939707311,76731,201.455005,4.174387269895637
382,7.819527709087064,67282,297.6,4.143134726391533
383,9.51610859869152,48534,552.0,4.7535901911063645
384,8.452442221259638,77678,741.418485,4.762173934797756
385,10.264193336463054,48412,707.430832,4.653960350157523
386,7.924807532695447,33837,305.575785,4.290459441148391
387,8.729738614684377,23712,376.126419,4.454347296253507
388,8.26220985273574,28142,701.708239,4.663439094112067
389,9.848520708393183,72196,152.184244,4.23410650459726
390,8.62232691779932,68197,176.819414,4.248495242049359
391,8.519642027368448,75248,104.454624,4.1588830833596715
392,9.253729915200442,0,941.718054,4.59511985013459
393,7.6964934226503585,0,468.0,4.189654742026425
394,9.072324110258526,41546,121.306839,4.718498871295094
395,8.92069777668815,46998,460.8,4.574710978503383
396,7.868645743418157,57099,67.859881,4.219507705176107
397,9.114010033597005,33897,539.843003,4.74493212836325
398,9.530391094860637,59207,556.8,4.762173934797756
399,7.964789364012048,40171,350.4,4.30406509320417
400,8.621378757651248,67798,331.2,4.248495242049359
401,8.536706805971866,21665,765.709629,4.919980925828125
402,10.091827444432278,0,626.4,4.477336814478207
403,8.171616280430394,0,321.6,4.219507705176107
404,10.278226728932045,34226,494.395024,5.501258210544727
405,9.895213474061617,65989,115.545086,4.820281565605037
406,8.462180773866441,30686,19.938981,4.127134385045092
407,10.478381630725641,0,799.926741,4.736198448394496
408,10.451966670470576,20090,523.2,4.700480365792417
409,9.914294389255678,0,878.4,5.214935757608986
410,9.54520555011323,77094,444.470676,5.176149732573829
411,8.683569658579282,97413,268.819985,4.30406509320417
412,8.629956545703768,79189,331.2,4.248495242049359
413,7.738620413961608,0,297.6,4.143134726391533
414,8.744314719917304,18577,412.8,4.465908118654584
415,8.223554210697241,0,806.4,4.727387818712341
416,8.57283954459064,40783,321.6,4.219507705176107
417,8.53928354868504,0,532.8,4.31748811353631
419,8.434384048804457,84394,691.412378,4.74493212836325
420,9.122190860174953,0,804.811859,4.852030263919617
421,9.602994180720886,41440,297.6,4.143134726391533
423,8.654447338508458,98132,50.587035,4.276666119016055
424,8.337754747973866,0,537.6,4.727387818712341
425,10.231974025513392,88220,151.528482,5.442417710521793
426,9.246223549633534,58327,347.075948,4.867534450455582
427,8.96863834350993,25950,271.697529,4.204692619390966
428,8.470928044785195,20993,638.4,4.897839799950911
429,9.562932331366344,65726,849.6,5.181783550292085
430,8.302043837934294,0,639.45899,4.1588830833596715
431,7.935912011246793,39783,345.6,4.290459441148391
432,8.381128590183545,58842,528.0,4.709530201312334
433,9.172173642554855,25629,595.2,4.8283137373023015
434,8.52038997066823,48567,624.0,4.875197323201151
436,7.971748091776925,33746,355.2,4.31748811353631
437,9.99446625776134,22254,125.194389,4.382026634673881
438,9.108287868031608,65974,235.220971,4.736198448394496
439,8.576359721839768,0,395.34111,4.343805421853684
440,8.334796702454938,17161,542.4,4.736198448394496
441,8.541840556543933,0,772.798511,4.31748811353631
442,9.15834609132358,0,633.6,4.890349128221754
443,9.01260420103766,0,350.4,4.30406509320417
444,9.198095275760846,67752,168.517149,4.882801922586371
445,8.479701008581298,25398,307.2,4.174387269895637
446,8.744808597706,0,633.6,4.48863636973214
447,9.019378370903734,33321,504.0,4.663439094112067
448,7.844025108070936,0,845.654042,4.3694478524670215
449,8.412650042956146,68798,92.915251,4.74493212836325
450,8.244050713185674,20325,668.29397,4.61512051684126
451,9.063741513563128,13129,700.901632,4.770684624465665
452,8.614602795704123,0,525.6,4.30406509320417
453,8.185039172299016,49080,25.299,4.5217885770490405
454,8.494999274384401,42536,375.330097,4.1588830833596715
455,7.922239905482681,29926,418.233667,4.31748811353631
456,8.098809212290227,0,398.240791,4.465908118654584
457,9.300014563027537,21450,938.513425,4.9344739331306915
458,8.906063757391763,33345,338.619869,4.189654742026425
459,9.221456179832742,15752,339.344531,4.51085950651685
460,8.540990631361545,40169,302.818833,4.189654742026425
461,9.05191095290245,26049,619.165344,4.736198448394496
462,7.707857303582711,0,326.4,4.23410650459726
463,8.992657357755649,55411,259.561195,4.61512051684126
464,7.845978579197113,12459,336.0,4.2626798770413155
465,9.802281726966129,64620,364.8,4.343805421853684
466,7.7962663384562525,83140,179.161843,4.127134385045092
467,8.061063572878659,0,662.4,4.532599493153256
468,8.606412858554048,54422,75.501852,4.23410650459726
469,9.245564090470635,68309,306.983596,4.882801922586371
470,7.839452273779435,56621,84.026848,4.189654742026425
471,7.945536731302224,38977,139.489926,4.2626798770413155
472,8.956496365780483,0,607.4459,4.718498871295094
473,8.313884783291128,0,631.124372,4.74493212836325
474,8.692245818771589,0,628.023494,4.430816798843313
475,9.558149081564725,83235,336.0,4.2626798770413155
476,9.046436723255937,0,426.655599,4.31748811353631
477,8.746156076395511,32390,91.417923,4.394449154672439
478,9.347880847851181,66538,317.844812,4.564348191467836
479,7.745817622110337,0,460.8,4.174387269895637
480,10.06881893188652,76358,86.461582,4.204692619390966
481,7.830263426607634,43860,156.124914,4.189654742026425
482,8.590796497218744,55350,321.6,4.219507705176107
483,8.470426669610719,12964,362.774545,4.189654742026425
484,8.818430683227021,33288,221.856184,4.465908118654584
485,8.68896121725675,0,980.169081,4.442651256490317
486,8.180813892996136,56168,614.675906,4.48863636973214
487,8.703002071922217,0,662.4,4.532599493153256
488,8.599300956712872,23105,331.2,4.248495242049359
489,7.912538019303308,36218,145.252168,4.23410650459726
490,8.513924128648412,52275,374.240783,4.143134726391533
491,9.079122501779358,49665,355.2,4.31748811353631
492,8.34797268797982,32471,528.0,4.709530201312334
493,9.353444988343073,0,619.2,4.465908118654584
494,8.680702577559849,62773,80.669257,4.30406509320417
495,8.455654703488841,76694,561.6,4.770684624465665
497,7.833668068031572,0,504.0,4.2626798770413155
498,8.231856291163863,36633,460.8,4.574710978503383
499,9.468289792267898,77060,468.566133,4.672828834461906
500,8.233626658236142,92600,842.43785,4.553876891600541
501,8.837907206603424,0,475.2,4.204692619390966
503,8.933679191380016,64801,268.471802,4.174387269895637
504,9.021446735902021,45257,494.4,4.6443908991413725
505,7.854557988584627,26854,475.2,4.204692619390966
506,9.012668146561785,85840,138.722385,4.634728988229636
507,9.882441064335621,26463,345.6,4.290459441148391
508,8.776865617057327,30689,467.24802,4.406719247264253
509,7.863386285707943,29590,467.503236,4.204692619390966
511,9.253749550288356,17269,667.2,4.941642422609304
512,10.492898925218821,90330,192.085299,4.927253685157205
513,9.04440818546805,0,619.973889,4.736198448394496
515,8.47427161890721,0,321.6,4.219507705176107
516,8.035602666049044,18558,384.0,4.394449154672439
517,8.399475800630182,46384,251.774574,4.736198448394496
518,8.985330890020657,0,866.208321,4.290459441148391
520,9.658675573577305,71731,599.648466,4.875197323201151
521,8.662363473105474,51066,787.993313,4.31748811353631
523,8.58267234670626,0,619.2,4.465908118654584
524,8.52750507729655,0,72.852047,4.248495242049359
525,8.540445552122097,26173,449.819671,4.23410650459726
526,8.891475388029795,24445,302.4,4.1588830833596715
527,7.870018457748235,72302,316.8,4.204692619390966
528,8.226690136264994,27208,489.6,4.634728988229636
529,7.910721346190249,36650,56.60333,4.248495242049359
530,8.604262453947134,30855,259.060862,4.23410650459726
531,8.831587833458713,0,456.0,4.564348191467836
532,8.728088307816202,99960,364.8,4.343805421853684
533,9.24448326672628,0,470.4,4.59511985013459
534,8.853380904421588,55873,299.356083,4.48863636973214
535,8.342186660305083,18052,699.1679,4.718498871295094
536,8.969428617303826,28937,117.959654,4.653960350157523
537,8.710346537659282,0,545.240341,4.465908118654584
538,9.76987169977352,0,350.4,4.30406509320417
539,9.10182458501457,12829,328.231432,4.77912349311153
540,8.686786964017012,92163,66.568642,4.30406509320417
542,8.373890944572224,82302,722.178166,4.672828834461906
543,9.496296092890283,0,609.6,4.852030263919617
544,8.418367916698118,70340,542.4,4.736198448394496
545,7.9348380938490095,0,532.8,4.31748811353631
546,8.998863123936527,50825,369.614729,4.634728988229636
547,8.98682268568221,93459,655.41333,4.605170185988092
548,8.543004980811617,86148,312.0,4.189654742026425
549,8.647901268884704,27048,345.6,4.290459441148391
550,9.128927544258369,73259,673.34265,4.7535901911063645
551,9.231115821025838,35482,619.2,4.867534450455582
552,8.33607587275639,29462,513.6,4.68213122712422
553,8.413255177300957,67801,23.810491,4.7535901911063645
554,8.041917657428872,0,451.2,4.553876891600541
555,8.617882511487776,16042,350.4,4.30406509320417
556,8.526522866930444,28056,307.2,4.174387269895637
557,7.994201352477801,16495,408.0,4.454347296253507
558,9.067272955315284,41163,231.922173,4.6913478822291435
559,9.342634600253392,0,772.8,5.087596335232384
560,9.647913261337598,33799,664.980242,4.700480365792417
561,8.707743175490736,0,292.8,4.127134385045092
562,8.688747234707549,87747,46.492039,4.997212273764115
563,8.173076811272832,35695,432.0,4.51085950651685
564,8.157951614777698,90985,78.085149,4.477336814478207
565,8.211781504499653,0,564.466556,4.624972813284271
566,8.69797588660313,66839,739.2,5.043425116919247
